file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,co2_mean,h2o_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,flowrate_mean
2023-06-03T070000_AIU-1095.ghg,2023-06-03,07:30,154.3124,1,36000,36000,-0.124545,0,6.21403,1,-7.85955,2,0.130606,2,-0.175760,2,-0.253232,-0.417497,0.273580E-01,-0.933634E-02,-0.209841E-09,-0.634461E-11,15.9623,397.116,401.942,0.400000,0,482.626,12.0069,12.1528,0.200000,1,282.064,280.993,94408.5,1.16523,1011.81,0.248397E-01,-0.113893E-01,0.871044E-02,1129.54,1057.97,0.747531E-02,100.000,0.00000,281.918,-0.663741,0.446706,0.442279E-01,0.801283,0.402000E-13,-0.131460E-13,0.801283,4.17862,29.7966,146.059,3.16413,-9999,0.326932,0.661692,-470.866,-0.547927E-02,-0.790634,-0.161215E-01,0,44.9123,-6.81561,15.4169,38.3904,58.5477,82.1140,123.022,-0.122766,1.01449,5.70118,1.01698,-7.34581,1.06994,0.122069,1.06994,-0.164272,1.06994,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,14,7,2,62,21,0,0,0,0,0,0,0,0,0,0,100,0.571099,0.585559,0.166726,0.196125E-01,0.313731,0.207343E-01,0.483564E-02,0.306889E-02,-0.412988E-02,15.9496,482.241,397.116,12.0069,101.785,122.787,0.00000
2023-06-03T073000_AIU-1095.ghg,2023-06-03,08:00,154.3332,1,36000,36000,-0.319450E-01,1,17.7536,1,4.46531,1,0.994497,1,0.998265E-01,1,-0.528694,-1.14441,0.120888E-02,-0.255844E-01,-0.124022E-09,-0.361254E-11,15.9785,397.137,401.784,0.550000,0,465.423,11.5678,11.7032,0.200000,1,281.714,280.683,94479.8,1.16759,1011.56,0.247902E-01,0.646876E-02,0.840867E-02,1089.20,1035.85,0.720175E-02,100.000,0.00000,281.381,-1.08232,1.43311,-0.690186E-01,1.79721,-0.280194E-13,-0.776183E-14,1.79721,6.59018,50.5687,127.061,-2.20087,-9999,0.165408,0.854872,-21.3543,-0.120819,3.97588,-0.908752E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.316545E-01,1.00918,17.8094,1.01440,4.14224,1.07800,0.922543,1.07800,0.926039E-01,1.07800,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,22,27,7,18,30,0,0,0,0,0,0,0,0,0,0,100,1.05133,0.529384,0.129025,0.182726E-01,0.511917,0.801722E-02,0.150788E-01,0.231367E-01,0.232244E-02,15.9658,465.055,397.137,11.5678,101.862,122.864,0.00000
2023-06-03T080000_AIU-1095.ghg,2023-06-03,08:30,154.3541,1,36000,36000,0.271485E-01,2,14.1598,1,0.367602,1,-0.354723,1,0.821702E-02,1,-0.238968,-0.253158,0.338369E-01,-0.565884E-02,-0.333268E-09,-0.961203E-11,16.0005,397.717,402.332,0.550000,0,461.480,11.4708,11.6039,0.200000,1,281.565,280.543,94530.4,1.16884,1011.51,0.247638E-01,0.532463E-03,0.834704E-02,1080.68,1025.99,0.714131E-02,100.000,0.00000,281.266,-1.00686,1.29322,-0.993530E-01,1.64196,-0.914035E-13,-0.208287E-13,1.64196,5.88447,48.5668,127.903,-3.46901,-9999,0.152404,0.913652,-20.9501,-0.123150,38.5194,-0.785847E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.268922E-01,1.00953,14.0292,1.01445,0.341591,1.07615,-0.329624,1.07615,0.763560E-02,1.07615,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,89999,89999,89,89,14,13,1,59,9,0,0,0,0,0,0,0,0,0,0,100,1.23879,0.473984,0.114530,0.137308E-01,0.755762,0.126282E-01,0.118661E-01,-0.825712E-02,0.191273E-03,15.9876,461.108,397.716,11.4708,101.906,122.908,0.00000
2023-06-03T083000_AIU-1095.ghg,2023-06-03,09:00,154.3749,1,36000,36000,-0.665555E-01,1,23.8710,0,6.37926,1,0.805057E-01,2,0.142567,1,-0.367077,-0.525941,0.231499E-01,-0.117540E-01,0.144191E-09,0.408166E-11,16.0250,398.113,402.651,0.200000,1,453.625,11.2695,11.3980,0.200000,1,281.331,280.328,94554.6,1.17012,1011.39,0.247369E-01,0.923831E-02,0.820946E-02,1062.06,1011.03,0.701591E-02,100.000,0.00000,281.010,-1.31818,1.72731,-0.673522E-01,2.17388,-0.384349E-14,0.899787E-14,2.17388,6.47190,51.8237,127.349,-1.77545,-9999,0.238494,1.14183,-47.6298,-0.541678E-01,3.74198,-0.845753E-01,0,32.5889,-4.94550,11.1867,27.8565,42.4830,59.5830,89.2662,-0.659865E-01,1.00862,23.9591,1.01453,5.89093,1.08289,0.743431E-01,1.08289,0.131653,1.08289,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,11,10,5,59,14,0,0,0,0,0,0,0,0,0,0,100,1.35859,0.727254,0.197824,0.188499E-01,0.872273,0.479454E-01,0.202450E-01,0.185991E-02,0.329369E-02,16.0123,453.264,398.113,11.2695,101.920,122.922,0.00000
2023-06-03T090000_AIU-1095.ghg,2023-06-03,09:30,154.3957,1,36000,36000,-0.471987E-01,1,23.1683,1,7.84954,1,0.237785,2,0.175423,1,-0.226803E-01,-0.619960,-0.348768E-01,-0.138550E-01,0.153081E-10,0.424856E-12,16.0179,397.517,401.951,0.200000,1,444.556,11.0326,11.1556,0.200000,1,281.297,280.315,94661.2,1.17160,1011.26,0.247061E-01,0.113674E-01,0.804688E-02,1040.98,1010.12,0.686829E-02,100.000,0.00000,280.716,-1.37934,1.61744,-0.355625E-01,2.12602,0.172333E-12,0.955686E-15,2.12602,7.38464,47.3863,130.457,-0.958445,-9999,0.200713,1.10693,-29.2742,-0.881321E-01,2.95154,-0.974259E-01,0,29.4288,-4.46594,10.1020,25.1553,38.3634,53.8052,80.6101,-0.467928E-01,1.00868,23.3426,1.01450,7.25301,1.08225,0.219715,1.08225,0.162091,1.08225,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,13,13,2,56,16,0,0,0,0,0,0,0,0,0,0,100,1.32443,0.708620,0.180809,0.135594E-01,0.429567,0.103635E-01,0.197018E-01,0.548864E-02,0.404916E-02,16.0051,444.200,397.517,11.0326,101.950,122.954,0.00000
2023-06-03T093000_AIU-1095.ghg,2023-06-03,10:00,154.4165,1,36000,36000,-0.611199E-01,2,14.1210,0,8.26917,1,2.73693,1,0.184804,1,0.367177E-01,0.235070,0.673799E-01,0.525349E-02,-0.179220E-09,-0.500003E-11,16.0769,398.669,403.153,0.200000,1,448.525,11.1224,11.2475,0.200000,1,281.327,280.337,94728.4,1.17230,1011.31,0.246911E-01,0.119753E-01,0.811729E-02,1050.16,1011.61,0.692423E-02,100.000,0.00000,280.845,-0.793177,0.968492,-0.326726E-01,1.25227,-0.275432E-12,-0.111477E-13,1.25227,6.45548,49.9601,129.317,-1.49506,-9999,0.228335,1.35918,-70.7506,-0.364661E-01,1.70766,-0.521635E-01,0,35.7185,-5.42042,12.2610,30.5316,46.5627,65.3048,97.8385,-0.604592E-01,1.01093,14.4143,1.01497,7.71236,1.07220,2.55263,1.07220,0.172361,1.07220,800000099,800000099,800000099,800000099,800000099,800101099,899999999,899999999,89999,89999,89,89,1,21,4,29,5,0,0,0,0,0,0,0,0,0,0,100,1.93911,0.635059,0.144182,0.154493E-01,2.53116,0.756621E-02,0.121582E-01,0.637339E-01,0.430348E-02,16.0641,448.170,398.668,11.1223,101.942,122.947,0.00000
2023-06-03T100000_AIU-1095.ghg,2023-06-03,10:30,154.4374,1,36000,36000,-0.128032,0,27.5202,1,6.67043,2,-1.73023,0,0.148990,2,-1.01999,0.899654,0.129651,0.200946E-01,-0.313933E-09,-0.897884E-11,16.1810,400.884,405.534,0.100000,0,462.795,11.4657,11.5987,0.200000,1,280.760,279.741,94567.1,1.17265,1011.49,0.246834E-01,0.965457E-02,0.837051E-02,1080.62,971.064,0.713815E-02,100.000,0.00000,281.265,-0.270651,-0.330233,0.382303E-01,0.428681,0.129049E-12,-0.194013E-13,0.428681,5.49822,312.135,230.663,5.11650,-9999,0.330427,1.02069,-109.887,-0.234787E-01,4.12569,-0.702179E-01,0,38.6899,-5.87134,13.2810,33.0715,50.4361,70.7374,105.978,-0.125163,1.02292,27.3794,1.02239,6.21423,1.07341,-1.61190,1.07341,0.138801,1.07341,800000099,800000099,800000099,800000099,800001099,800001099,899999999,899999999,89999,89999,89,89,26,37,6,39,31,0,0,0,0,0,0,0,0,0,0,100,0.868316,0.925807,0.247264,0.467083E-01,1.74428,0.265906E-01,0.230833E-01,-0.402470E-01,0.346567E-02,16.1689,462.448,400.884,11.4657,101.765,122.776,0.00000
2023-06-03T103000_AIU-1095.ghg,2023-06-03,11:00,154.4582,1,36000,36000,-0.492464E-01,1,22.8612,1,14.4487,1,-3.21176,1,0.322714,1,-0.590286E-01,-0.559512,0.227494E-01,-0.124968E-01,0.297091E-09,0.833069E-11,16.2143,401.273,405.840,0.200000,1,454.664,11.2521,11.3801,0.200000,1,280.706,279.707,94490.7,1.17194,1011.37,0.246986E-01,0.209119E-01,0.820945E-02,1059.70,968.771,0.700503E-02,100.000,0.00000,280.978,-0.771654,0.654597,-0.245537E-01,1.01220,-0.164843E-12,0.183227E-13,1.01220,7.01246,37.7213,139.692,-1.39000,-9999,0.204991,1.33728,-31.5653,-0.817354E-01,1.58223,-0.940914E-01,0,26.5065,-4.02247,9.09884,22.6574,34.5540,48.4624,72.6055,-0.486425E-01,1.01242,23.3768,1.01575,13.4967,1.07054,-3.00014,1.07054,0.301450,1.07054,800000099,800000099,800000099,800000099,800000099,800100099,899999999,899999999,89999,89999,89,89,34,5,6,26,7,0,0,0,0,0,0,0,0,0,0,100,1.48343,0.946172,0.244957,0.853525E-01,5.98432,0.181168E-01,0.197229E-01,-0.749398E-01,0.752986E-02,16.2028,454.341,401.273,11.2521,101.664,122.674,0.00000
2023-06-03T110000_AIU-1095.ghg,2023-06-03,11:30,154.4790,1,36000,36000,-0.540785E-01,2,24.5231,1,5.36480,1,-3.62412,1,0.119807,1,-0.255310,-1.21508,-0.163339,-0.271353E-01,-0.648887E-09,-0.175679E-10,16.1236,398.482,402.828,0.350000,0,436.528,10.7884,10.9061,0.200000,1,280.515,279.558,94503.7,1.17293,1011.11,0.246784E-01,0.776348E-02,0.787764E-02,1016.33,958.892,0.671623E-02,100.000,0.00000,280.366,-0.810927,0.377527,-0.699376E-01,0.897209,-0.268260E-13,-0.402445E-13,0.897209,7.89496,19.2679,155.038,-4.47075,-9999,0.214722,2.02446,-33.8194,-0.762877E-01,4.57112,-0.963004E-01,0,27.4291,-4.16247,9.41551,23.4459,35.7565,50.1491,75.1324,-0.533621E-01,1.01343,24.5049,1.01633,5.01346,1.07008,-3.38677,1.07008,0.111961,1.07008,800000099,800000099,800000099,800100099,800000099,800100199,899999999,899999999,89999,89999,89,89,40,9,2,36,10,0,0,0,0,0,0,0,0,0,0,100,2.05216,1.75002,0.246733,0.130969,3.53011,0.201475E-01,0.206624E-01,-0.844889E-01,0.279305E-02,16.1125,436.227,398.482,10.7885,101.721,122.735,0.00000
2023-06-03T113000_AIU-1095.ghg,2023-06-03,12:00,154.4999,1,36000,36000,-0.378321E-01,1,23.1302,1,-0.880727,1,3.56500,1,-0.196617E-01,1,-0.616467,-0.220061,0.113597,-0.491272E-02,0.324179E-09,0.866653E-11,16.2354,400.419,404.752,0.750000,0,434.034,10.7047,10.8205,0.200000,1,280.148,279.199,94594.6,1.17560,1011.06,0.246224E-01,-0.127408E-02,0.783428E-02,1009.44,935.416,0.666406E-02,100.000,0.00000,280.266,-0.796395,0.291113,-0.379228E-01,0.848781,-0.469078E-12,0.199674E-13,0.848781,5.87877,12.6293,159.921,-2.56078,-9999,0.179391,1.47954,-20.9229,-0.123310,-26.2626,-0.108478,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.373122E-01,1.01393,22.7813,1.01664,-0.823127,1.06998,3.33185,1.06998,-0.183758E-01,1.06998,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,41,3,0,16,5,0,0,0,0,0,0,0,0,0,0,100,1.12756,1.61661,0.214920,0.358498E-01,8.35175,0.169094E-02,0.191664E-01,0.829231E-01,-0.457337E-03,16.2245,433.741,400.420,10.7047,101.656,122.667,0.00000
2023-06-03T120000_AIU-1095.ghg,2023-06-03,12:30,154.5207,1,36000,36000,-0.824486E-01,1,26.1825,0,4.36501,0,0.807365,1,0.974398E-01,0,-0.118596,-0.254257,-0.100106,-0.567575E-02,0.920477E-10,0.244899E-11,16.1670,398.713,402.988,0.200000,1,430.133,10.6080,10.7217,2.35000,0,280.070,279.130,94615.5,1.17619,1011.01,0.246101E-01,0.631410E-02,0.776738E-02,1000.57,930.963,0.660382E-02,100.000,0.00000,280.138,-0.618283,0.904940E-01,-0.176217E-01,0.625119,0.125584E-12,0.569355E-14,0.625119,6.65895,346.875,171.673,-1.61534,-9999,0.264760,1.41716,-59.4300,-0.434125E-01,5.99827,-0.831623E-01,0,34.3076,-5.20631,11.7767,29.3256,44.7234,62.7252,93.9738,-0.810479E-01,1.01728,26.0257,1.01873,4.07758,1.07049,0.754200,1.07049,0.910234E-01,1.07049,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,17,21,7,56,24,0,0,0,0,0,0,0,0,0,0,100,1.07463,1.54529,0.214403,0.269542E-01,10.4989,0.340817E-01,0.218862E-01,0.187594E-01,0.226404E-02,16.1562,429.842,398.713,10.6080,101.693,122.703,0.00000
2023-06-03T123000_AIU-1095.ghg,2023-06-03,13:00,154.5415,1,36000,36000,-0.133959,1,40.5687,0,-6.76288,1,-1.07684,0,-0.150962,1,-0.633010E-01,-0.462246,-0.256545,-0.103183E-01,-0.322278E-10,-0.852578E-12,15.9847,394.344,398.501,0.350000,0,422.871,10.4323,10.5422,0.200000,1,280.017,279.093,94627.7,1.17658,1010.91,0.246024E-01,-0.978232E-02,0.764111E-02,984.174,928.599,0.649435E-02,100.000,0.00000,279.897,-1.33215,1.08096,-0.199121E-01,1.71566,0.493131E-13,-0.201616E-14,1.71566,9.24152,34.7512,140.943,-0.664995,-9999,0.337424,1.95334,-79.4009,-0.324934E-01,-5.99873,-0.101084,0,37.6316,-5.71074,12.9177,32.1669,49.0566,68.8026,103.079,-0.132718,1.00935,39.7590,1.01442,-6.27931,1.07701,-0.999841,1.07701,-0.140168,1.07701,800000099,800000099,800000099,800000099,800000099,800010199,899999999,899999999,89999,89999,89,89,24,31,1,86,19,0,0,0,0,0,0,0,0,0,0,100,1.93606,1.69426,0.276358,0.288697E-01,1.15691,0.776212E-02,0.334274E-01,-0.248570E-01,-0.348469E-02,15.9738,422.582,394.343,10.4322,101.750,122.759,0.00000
2023-06-03T130000_AIU-1095.ghg,2023-06-03,13:30,154.5624,1,36000,36000,-0.145843,0,40.4991,0,-6.85202,1,-1.91695,1,-0.152983,1,0.373701,0.342959E-02,-0.430551E-01,0.765715E-04,0.567354E-09,0.150391E-10,15.9422,393.610,397.760,0.250000,0,422.585,10.4336,10.5436,0.200000,1,280.236,279.310,94690.4,1.17644,1010.92,0.246052E-01,-0.991331E-02,0.764118E-02,984.950,942.672,0.649516E-02,100.000,0.00000,279.909,-0.656971,0.392950,0.329603E-01,0.766229,-0.472985E-13,0.355882E-13,0.766229,5.49107,28.0170,149.115,2.46541,-9999,0.352093,1.30022,-90.4115,-0.285362E-01,-5.91053,-0.967168E-01,0,41.1719,-6.24799,14.1330,35.1931,53.6717,75.2753,112.776,-0.143695,1.01495,39.5709,1.01726,-6.40406,1.06995,-1.79163,1.06995,-0.142982,1.06995,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,24,7,1,82,18,0,0,0,0,0,0,0,0,0,0,100,1.18582,1.17428,0.240334,0.311344E-01,2.21802,0.745869E-02,0.332729E-01,-0.445468E-01,-0.355508E-02,15.9309,422.285,393.610,10.4335,101.824,122.828,0.00000
2023-06-03T133000_AIU-1095.ghg,2023-06-03,14:00,154.5832,1,36000,36000,-0.959889E-01,1,38.4106,0,9.73379,1,-1.49899,0,0.217321,1,-0.259217E-01,-1.28064,-0.891291E-01,-0.285920E-01,-0.117225E-09,-0.297414E-11,15.8990,392.096,396.036,0.100000,0,403.376,9.94792,10.0479,0.200000,1,280.177,279.295,94944.5,1.17988,1010.65,0.245343E-01,0.140824E-01,0.730657E-02,941.770,941.711,0.619266E-02,100.000,0.00000,279.258,-0.760430,0.740781,0.101716E-01,1.06166,0.806886E-13,-0.737312E-14,1.06166,6.77421,43.1109,135.750,0.548951,-9999,0.285228,1.56020,-50.7713,-0.508161E-01,3.94611,-0.112933,0,33.1129,-5.02501,11.3666,28.3044,43.1660,60.5410,90.7014,-0.948460E-01,1.01205,38.4723,1.01554,9.09010,1.07081,-1.39986,1.07081,0.202949,1.07081,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,31,11,6,80,14,0,0,0,0,0,0,0,0,0,0,100,1.65582,1.19269,0.271890,0.499268E-01,1.99209,0.350882E-01,0.322634E-01,-0.346887E-01,0.502910E-02,15.8874,403.083,392.096,9.94793,101.933,122.938,0.00000
2023-06-03T140000_AIU-1095.ghg,2023-06-03,14:30,154.6040,1,36000,36000,-0.274017,0,45.6799,0,58.8983,1,6.26764,1,1.31436,1,-0.866825,-1.37616,0.206164,-0.307100E-01,-0.376815E-09,-0.898066E-11,16.0885,395.586,399.352,0.200000,1,383.438,9.42803,9.51777,0.200000,1,279.628,278.794,95073.7,1.18384,1010.36,0.244529E-01,0.851705E-01,0.694777E-02,893.915,909.580,0.586885E-02,98.2777,15.6656,278.505,-0.819255,0.240640,0.394775E-01,0.854777,0.178245E-12,-0.234214E-13,0.854777,9.64969,14.1608,163.631,2.64712,-9999,0.481108,3.04736,-205.056,-0.125819E-01,0.775573,-0.793808E-01,0,42.7757,-6.49138,14.6835,36.5640,55.7625,78.2076,117.169,-0.270269,1.01387,48.2681,1.01660,55.0459,1.06999,5.85769,1.06999,1.22839,1.06999,800000099,800000099,800000099,800000099,800000099,800110099,899999999,899999999,89999,89999,89,89,30,1,5,47,30,0,0,0,0,0,0,0,0,0,0,100,2.12978,3.55710,0.407843,0.493011E-01,7.68499,0.133270,0.403546E-01,0.144597,0.303228E-01,16.0771,383.151,395.586,9.42797,101.943,122.951,0.00000
2023-06-03T143000_AIU-1095.ghg,2023-06-03,15:00,154.6249,1,36000,36000,-0.965563E-01,1,27.5125,0,28.8192,1,1.90799,2,0.643050,1,-0.205584,-1.48489,-0.146155,-0.331327E-01,-0.184636E-09,-0.416506E-11,16.0199,393.116,396.633,0.200000,1,361.380,8.86798,8.94733,0.200000,1,279.459,278.675,95161.1,1.18568,1010.05,0.244157E-01,0.416696E-01,0.654501E-02,841.737,902.127,0.552004E-02,93.3059,60.3896,277.643,-0.834157,0.759963,-0.402120E-02,1.12844,-0.756480E-14,-0.115254E-13,1.12844,7.72461,35.5814,137.665,-0.204174,-9999,0.285369,1.37605,-71.0891,-0.362925E-01,0.954658,-0.805035E-01,0,34.2137,-5.19207,11.7445,29.2454,44.6010,62.5536,93.7167,-0.954480E-01,1.01161,28.7358,1.01531,26.9026,1.07124,1.78110,1.07124,0.600285,1.07124,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,28,12,8,51,6,6,0,0,0,0,0,0,0,0,0,100,1.61608,0.885230,0.250792,0.193178E-01,4.83056,0.420000E-01,0.239946E-01,0.438748E-01,0.147872E-01,16.0088,361.127,393.115,8.86793,101.970,122.981,0.00000
2023-06-03T150000_AIU-1095.ghg,2023-06-03,15:30,154.6457,1,36000,36000,-0.125346,0,27.9674,0,10.8140,0,-0.983054,1,0.241304,0,0.660338E-01,0.827828,0.436119,0.184722E-01,0.303546E-09,0.695808E-11,16.3076,400.488,404.199,0.200000,0,373.813,9.18025,9.26531,0.200000,1,279.525,278.713,95174.3,1.18555,1010.22,0.244181E-01,0.156365E-01,0.677483E-02,871.412,904.511,0.571452E-02,96.3407,33.0988,278.139,-0.494135,-0.163863,-0.288173E-01,0.521393,-0.292259E-13,0.186138E-13,0.521393,5.77525,345.420,198.346,-3.16834,-9999,0.325160,1.24596,-103.471,-0.249344E-01,2.58622,-0.718160E-01,0,37.2779,-5.65706,12.7963,31.8646,48.5955,68.1558,102.110,-0.122917,1.01976,28.0765,1.02033,10.0915,1.07160,-0.917372,1.07160,0.225182,1.07160,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,19,4,9,39,11,0,0,0,0,0,0,0,0,0,0,100,0.872588,1.35658,0.262765,0.268256E-01,2.58831,0.266872E-01,0.234427E-01,-0.226074E-01,0.554931E-02,16.2961,373.548,400.488,9.18023,101.973,122.982,0.00000
2023-06-03T153000_AIU-1095.ghg,2023-06-03,16:00,154.6665,1,36000,36000,-0.847985E-01,1,41.2702,0,11.2100,0,-1.04107,2,0.250184,0,0.314679,-0.116079,-0.126323,-0.259065E-02,-0.473991E-10,-0.108713E-11,16.2009,398.352,402.025,0.350000,0,371.578,9.13644,9.22068,0.200000,1,279.704,278.895,95188.6,1.18497,1010.20,0.244300E-01,0.162119E-01,0.673920E-02,867.395,916.003,0.568724E-02,94.6935,48.6081,278.073,-0.402807,0.379498,-0.121194E-02,0.553420,0.828494E-13,-0.292570E-14,0.553420,6.41781,46.6996,136.707,-0.125472,-9999,0.267510,1.48641,-39.0491,-0.660707E-01,3.68155,-0.128879,0,32.5919,-4.94595,11.1878,27.8591,42.4869,59.5885,89.2744,-0.832254E-01,1.01890,41.1962,1.01977,10.4652,1.07117,-0.971897,1.07117,0.233561,1.07117,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,20,8,11,47,7,0,0,0,0,0,0,0,0,0,0,100,1.32006,1.40393,0.248833,0.506038E-01,12.9647,0.536873E-01,0.344146E-01,-0.239618E-01,0.575837E-02,16.1892,371.309,398.351,9.13640,101.995,123.002,0.00000
2023-06-03T160000_AIU-1095.ghg,2023-06-03,16:30,154.6873,1,36000,36000,-0.793578E-01,0,27.0691,0,22.4906,1,-7.69829,2,0.502078,1,0.487852,-1.04187,0.397698E-01,-0.232587E-01,-0.196056E-09,-0.429567E-11,16.2041,399.025,402.544,0.350000,0,355.037,8.74278,8.81989,0.200000,1,279.952,279.177,95205.4,1.18415,1009.99,0.244474E-01,0.325346E-01,0.644424E-02,830.272,934.102,0.544207E-02,88.8845,103.830,277.447,-0.271872,-0.170969,0.382985E-01,0.323437,-0.327564E-12,-0.120992E-13,0.323437,4.88009,331.785,212.164,6.80040,-9999,0.258875,0.888945,-53.9575,-0.478154E-01,1.20357,-0.874298E-01,0,38.0694,-5.77717,13.0680,32.5411,49.6272,69.6029,104.278,-0.771586E-01,1.02850,27.6695,1.02606,20.8797,1.07715,-7.14689,1.07715,0.466116,1.07715,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,6,18,2,11,8,0,0,0,0,0,0,0,0,0,0,100,0.544863,1.07500,0.158032,0.383230E-01,26.0601,0.417274E-01,0.231355E-01,-0.176260,0.114956E-01,16.1918,354.768,399.024,8.74273,102.040,123.043,0.00000
2023-06-03T163000_AIU-1095.ghg,2023-06-03,17:00,154.7082,1,36000,36000,-0.727435E-01,0,27.5841,0,17.9525,0,-0.999441,2,0.400829,0,0.266247,-0.100689,-0.404262,-0.224811E-02,0.130722E-09,0.290148E-11,15.9153,392.179,395.623,0.300000,0,353.252,8.70471,8.78115,0.200000,1,280.103,279.332,95204.9,1.18351,1009.97,0.244607E-01,0.259737E-01,0.641269E-02,826.663,944.112,0.541836E-02,87.5598,117.449,277.385,-0.422747,-0.166625,0.516567E-02,0.454429,0.399681E-13,0.821364E-14,0.454429,5.09335,343.160,201.512,0.651317,-9999,0.247920,0.902613,-46.5076,-0.554748E-01,1.53651,-0.930826E-01,0,37.2928,-5.65933,12.8014,31.8774,48.6150,68.1832,102.151,-0.711828E-01,1.02193,28.0462,1.02173,16.7342,1.07281,-0.931614,1.07281,0.373627,1.07281,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,23,5,3,61,48,1,0,0,0,0,0,0,0,0,0,100,0.523482,1.12914,0.152602,0.373076E-01,3.91693,0.317489E-01,0.234636E-01,-0.229876E-01,0.921923E-02,15.9031,352.979,392.179,8.70468,102.048,123.048,0.00000
